Datasett hentet fra;https://hnygard.github.io/sivilombudsmannen-uttalelser/;@hallny / Norske-postlister.no;Kilde;https://www.sivilombudsmannen.no/uttalelser/;Data hentet;13.03.2020 00:10:18
Dato - uttalelse;Dato - publisert;Saksnummer;Lenke uttalelse;Lovreferanse;Tittel
08.08.2011;12.08.2011;SM-2011/1181;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingstiden-hos-namsmannen-i-sak-om-gjeldsordning/;;Saksbehandlingstiden hos namsmannen i sak om gjeldsordning
05.07.2011;08.08.2011;SM-2011/1379;https://www.sivilombudsmannen.no/uttalelser/dekning-av-reiseutgifter-i-forbindelse-med-arbeidsrettede-tiltak-sporsmal-om-psykiske-lidelser-kan-kvalifisere-for-tilleggsstonad/;folketrygdloven § 11-12 annet ledd bokstav a;Dekning av reiseutgifter i forbindelse med arbeidsrettede tiltak – spørsmål om psykiske lidelser kan kvalifisere for tilleggsstønad
12.07.2011;04.08.2011;SM-2011/975;https://www.sivilombudsmannen.no/uttalelser/nav-forvaltning-molde-utbetaling-av-grunn-og-hjelpestonad-til-feil-konto/;folketrygdloven § 22-1;Nav Forvaltning Molde – utbetaling av grunn- og hjelpestønad til feil konto
15.04.2011;01.08.2011;SM-2011/596;https://www.sivilombudsmannen.no/uttalelser/lemping-av-vilkar-om-bosetting-for-eiendom-som-ikke-lenger-var-konsesjonspliktig/;forvaltningsloven § 34, konsesjonsloven § 11, konsesjonsloven § 4 første ledd, konsesjonsloven § 7, konsesjonslovens § 11, konsesjonslovens § 5;Lemping av vilkår om bosetting for eiendom som ikke lenger var konsesjonspliktig
28.04.2011;06.07.2011;SM-2011/247;https://www.sivilombudsmannen.no/uttalelser/sak-om-oppnevning-av-hjelpeverge-det-kontradiktoriske-prinsipp-og-krav-til-begrunnelse/;forvaltningsloven § 17, forvaltningsloven § 25, sosialtjenesteloven § 4;Sak om oppnevning av hjelpeverge – det kontradiktoriske prinsipp og krav til begrunnelse
31.05.2011;24.06.2011;SM-2010/2436;https://www.sivilombudsmannen.no/uttalelser/nav-forvaltning-bergens-behandling-av-klagesak-om-uforepensjon/;folketrygdloven § 21-1, folketrygdloven § 21-10 første ledd, forvaltningsloven § 11;Nav Forvaltning Bergens behandling av klagesak om uførepensjon
06.05.2011;23.06.2011;SM-2011/627;https://www.sivilombudsmannen.no/uttalelser/beregning-av-arsavgift-for-vann-sporsmal-om-foreldelse-for-tidligere-ars-overforbruk/;;Beregning av årsavgift for vann – spørsmål om foreldelse for tidligere års overforbruk
29.04.2011;22.06.2011;SM-2011/436;https://www.sivilombudsmannen.no/uttalelser/politiets-behandling-av-en-pressemedarbeider-i-forbindelse-med-sikkerhetskontroll-i-oslo-tingrett-pressens-rett-til-kildevern/;straffeprosessloven §, straffeprosessloven§;Politiets behandling av en pressemedarbeider i forbindelse med sikkerhetskontroll i Oslo tingrett – pressens rett til kildevern
07.03.2011;01.06.2011;SM-2011/721;https://www.sivilombudsmannen.no/uttalelser/soknad-om-oppforing-av-badehus-i-frogn-kommune/;;Søknad om oppføring av badehus i Frogn kommune
20.05.2011;26.05.2011;SM-2011/531;https://www.sivilombudsmannen.no/uttalelser/sak-om-innsyn-i-et-apningsbrev-letter-of-formal-notice-fra-efta-surveillance-authority-esa/;offentleglova § 1, offentleglova § 20 første ledd, offentleglova § 20 første ledd bokstav c;Sak om innsyn i et åpningsbrev («Letter of formal notice») fra EFTA Surveillance Authority (ESA)
06.05.2011;25.05.2011;SM-2011/173;https://www.sivilombudsmannen.no/uttalelser/lang-behandlingstid-i-saker-om-overforing-av-opptjente-dagpengerettigheter-fra-norge-til-andre-eos-land/;;Lang behandlingstid i saker om overføring av opptjente dagpengerettigheter fra Norge til andre EØS-land
26.04.2011;18.05.2011;SM-2011/564;https://www.sivilombudsmannen.no/uttalelser/kravet-til-forsvarlig-saksbehandling-herunder-kontradiksjon-det-veterinaermedisinske-rettsrads-saksbehandling-og-oppgaver/;helsepersonelloven § 30 annet ledd, helsepersonelloven § 31, helsepersonelloven § 31 siste ledd;Kravet til forsvarlig saksbehandling, herunder kontradiksjon – Det veterinærmedisinske rettsråds saksbehandling og oppgaver
28.04.2011;11.05.2011;SM-2011/709;https://www.sivilombudsmannen.no/uttalelser/reguleringsplan-utilstrekkelig-vurdering-av-alternative-plasseringer-for-industriomrade/;forvaltningsloven § 17, plan- og bygningsloven §;Reguleringsplan – utilstrekkelig vurdering av alternative plasseringer for industriområde
27.04.2011;11.05.2011;SM-2011/522;https://www.sivilombudsmannen.no/uttalelser/olje-og-energidepartementets-saksbehandling-i-en-sak-om-konsesjon-til-vindkraftverk/;;Olje- og energidepartementets saksbehandling i en sak om konsesjon til vindkraftverk
15.02.2011;11.05.2011;SM-2010/90;https://www.sivilombudsmannen.no/uttalelser/ulovlig-gjengjeldelse-etter-varsling/;arbeidsmiljøloven § 2-4, arbeidsmiljøloven § 2-5, arbeidsmiljøloven § 4-1, arbeidsmiljøloven § 4-4;Ulovlig gjengjeldelse etter varsling
08.04.2011;11.05.2011;SM-2010/2955;https://www.sivilombudsmannen.no/uttalelser/sak-om-tilsetting-av-prosjektleder/;;Sak om tilsetting av prosjektleder
14.04.2011;11.05.2011;SM-2011/559;https://www.sivilombudsmannen.no/uttalelser/skatteetatens-behandling-av-anmodning-om-omgjoring-av-bostedsregistrering/;forvaltningsloven §, forvaltningsloven § 31 siste ledd, forvaltningsloven § 35, forvaltningsloven§ 17 første ledd, konsesjonsloven § 7;Skatteetatens behandling av anmodning om omgjøring av bostedsregistrering
08.04.2011;11.05.2011;SM-2010/2939;https://www.sivilombudsmannen.no/uttalelser/motebegrepet-i-kommuneloven/;kommuneloven §, kommuneloven § 31, kommuneloven § 32;Møtebegrepet i kommuneloven
13.04.2011;10.05.2011;SM-2011/720;https://www.sivilombudsmannen.no/uttalelser/endring-av-plangrunnlaget-etter-mottak-av-byggesoknad/;forvaltningsloven §, plan- og bygningsloven §;Endring av plangrunnlaget etter mottak av byggesøknad
21.03.2011;10.05.2011;SM-2011/723;https://www.sivilombudsmannen.no/uttalelser/plikt-til-a-behandle-krav-om-dekning-av-saksomkostninger-fvl-%c2%a7-36/;forvaltningsloven §, forvaltningsloven § 17, forvaltningsloven § 36;Plikt til å behandle krav om dekning av saksomkostninger – fvl. § 36
24.03.2011;10.05.2011;SM-2011/730;https://www.sivilombudsmannen.no/uttalelser/endring-av-det-materielle-rettsgrunnlaget-i-sokerens-disfavor-gjennom-rettsstridig-opptreden-fra-forvaltningen-sporsmal-om-bortfall-av-rammetillatelse/;forvaltningsloven § 11 første ledd, plan- og bygningsloven §, plan- og bygningsloven § 96, sivilombudsmannsloven § 10 annet ledd;Endring av det materielle rettsgrunnlaget i søkerens disfavør gjennom rettsstridig opptreden fra forvaltningen – spørsmål om bortfall av rammetillatelse
03.03.2011;05.04.2011;SM-2010/2788;https://www.sivilombudsmannen.no/uttalelser/utlendingsdirektoratets-saksbehandlingstid-i-klagesaker/;forvaltningsloven § 33;Utlendingsdirektoratets saksbehandlingstid i klagesaker
29.03.2011;05.04.2011;SM-2011/735;https://www.sivilombudsmannen.no/uttalelser/sak-om-etterbetaling-av-bidragsforskudd-navs-veiledningsplikt/;forvaltningsloven § 11;Sak om etterbetaling av bidragsforskudd – Navs veiledningsplikt
16.03.2011;28.03.2011;SM-2010/2901;https://www.sivilombudsmannen.no/uttalelser/barnebidrag-betydningen-av-rettsforlik-om-delt-bosted/;barnelova § 35, barnelova § 36, barneloven § 36, barneloven § 66;Barnebidrag – betydningen av rettsforlik om delt bosted
16.02.2011;25.02.2011;SM-2010/1518;https://www.sivilombudsmannen.no/uttalelser/nav-internasjonalts-behandling-av-en-anke-til-trygderetten-og-andre-e-posthenvendelser/;folketrygdloven § 21-1, folketrygdloven § 21-10 første ledd, forvaltningsloven § 11, forvaltningsloven § 20 første ledd første punktum;Nav Internasjonalts behandling av en anke til Trygderetten og andre e-posthenvendelser
17.01.2011;08.02.2011;SM-2010/2085;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingstiden-hos-namsfogden-i-oslo/;;Saksbehandlingstiden hos Namsfogden i Oslo
14.01.2011;27.01.2011;SM-2009/2108;https://www.sivilombudsmannen.no/uttalelser/bruken-av-politiarrest-ved-romerike-politidistrikt/;politiloven § 12, politiloven § 9;Bruken av politiarrest ved Romerike politidistrikt
24.01.2011;26.01.2011;SM-2010/2411;https://www.sivilombudsmannen.no/uttalelser/ansattes-adgang-til-a-hente-ut-taushetsbelagt-informasjon/;barnevernloven § 6-4, barnevernloven § 6-4 annet ledd, forvaltningsloven §, forvaltningsloven § 13, forvaltningsloven§ 13;Ansattes adgang til å hente ut taushetsbelagt informasjon
05.01.2011;25.01.2011;SM-2010/2545;https://www.sivilombudsmannen.no/uttalelser/sak-om-lonnsgaranti-ved-folketrygdens-forskuttering-av-sykepenger/;folketrygdloven § 22-3, folketrygdloven§ 22-3;Sak om lønnsgaranti ved folketrygdens forskuttering av sykepenger
14.01.2011;25.01.2011;SM-2010/1477;https://www.sivilombudsmannen.no/uttalelser/hovedsprak-i-barnehager/;barnehageloven § 1;Hovedspråk i barnehager
16.12.2010;14.01.2011;SM-2010/410;https://www.sivilombudsmannen.no/uttalelser/sak-om-tilbakekreving-av-feilutbetalt-kontantstotte/;folketrygdloven § 22-15, forvaltningsloven §, forvaltningsloven § 35 første ledd bokstav c, forvaltningsloven§ 34 tredje ledd, ombudsmannsloven § 10 annet ledd siste punktum;Sak om tilbakekreving av feilutbetalt kontantstøtte
22.12.2010;12.01.2011;SM-2009/2869;https://www.sivilombudsmannen.no/uttalelser/gebyr-for-mudring-veiledningsplikt-og-habilitet/;forvaltningsloven §;Gebyr for mudring – veiledningsplikt og habilitet
13.12.2010;06.01.2011;SM-2010/1911;https://www.sivilombudsmannen.no/uttalelser/arbeids-og-velferdsetatens-behandlingstid-for-oversendelser-av-saksdokumenter-til-saksparter-og-fullmektiger/;folketrygdloven § 22-13 sjette ledd, forvaltningsloven § 20;Arbeids- og velferdsetatens behandlingstid for oversendelser av saksdokumenter til saksparter og fullmektiger
30.11.2010;06.01.2011;SM-2010/1290;https://www.sivilombudsmannen.no/uttalelser/navs-saksbehandlingstid-og-rutiner-for-utsendelse-av-forelopig-svar-saker-om-avtalefestet-pensjon-og-alderspensjon/;folketrygdloven § 21-10 første ledd, forvaltningsloven § 11;Navs saksbehandlingstid og rutiner for utsendelse av foreløpig svar – saker om avtalefestet pensjon og alderspensjon
03.12.2010;04.01.2011;SM-2007/2274;https://www.sivilombudsmannen.no/uttalelser/undersokelse-av-infoflyt-systemet-i-kriminalomsorgen/;;Undersøkelse av INFOFLYT-systemet i kriminalomsorgen
24.09.2010;22.12.2010;SM-2009/1494;https://www.sivilombudsmannen.no/uttalelser/klage-over-avslag-pa-soknad-om-sykehjemsplass/;forvaltningsloven § 33 femte ledd, forvaltningsloven § 33 fjerde ledd, kommunehelsetjenesteloven § 2-4;Klage over avslag på søknad om sykehjemsplass
05.11.2010;20.12.2010;SM-2010/500;https://www.sivilombudsmannen.no/uttalelser/fritak-fra-renovasjonsavgift-for-bygninger-som-ikke-er-i-bruk/;forurensningsloven §, forurensningsloven § 34;Fritak fra renovasjonsavgift for bygninger som ikke er i bruk
18.03.2010;15.12.2010;SM-2009/424;https://www.sivilombudsmannen.no/uttalelser/egengodkjenning-av-reguleringsplan-frist-for-innsigelse/;plan- og bygningsloven § 27-1;Egengodkjenning av reguleringsplan – frist for innsigelse
27.10.2010;09.12.2010;SM-2009/187;https://www.sivilombudsmannen.no/uttalelser/helsepersonells-brudd-pa-taushetsplikt-ved-oversendelse-av-pasientjournal-til-legeforeningens-rad-for-legeetikk/;helsepersonelloven § 21, helsepersonelloven § 22, helsepersonelloven § 56;Helsepersonells brudd på taushetsplikt ved oversendelse av pasientjournal til Legeforeningens råd for legeetikk
23.11.2010;07.12.2010;SM-2010/489;https://www.sivilombudsmannen.no/uttalelser/eiendomsskatt-elverum-kommunes-taksering-av-fritidsboliger/;skatteloven § 33 annet ledd, skatteloven § 5, skatteloven § 5 første ledd;Eiendomsskatt – Elverum kommunes taksering av fritidsboliger
18.10.2010;07.12.2010;SM-2010/14;https://www.sivilombudsmannen.no/uttalelser/avvisning-av-soknad-rettskraftsvirkninger-av-forvaltningsvedtak/;forvaltningsloven § 29, forvaltningsloven § 33, konsesjonsloven §, plan- og bygningsloven § 109, plan- og bygningsloven§ 7;Avvisning av søknad – rettskraftsvirkninger av forvaltningsvedtak
19.10.2010;07.12.2010;SM-2010/338;https://www.sivilombudsmannen.no/uttalelser/utvidet-rett-til-videregaende-utdanning-for-elever-ved-private-skoler/;opplæringslova § 1-2, opplæringslova § 2-12, opplæringslova § 3-1, opplæringslova § 5-1, opplæringsloven § 3-1 femte ledd, opplæringsloven § 5-1;Utvidet rett til videregående utdanning for elever ved private skoler
19.10.2010;07.12.2010;SM-2010/1458;https://www.sivilombudsmannen.no/uttalelser/fylkesmannens-tilsynsansvar-i-barnehagesak-dokumenthandtering/;barnehageloven § 9;Fylkesmannens tilsynsansvar i barnehagesak – dokumenthåndtering
14.09.2010;06.12.2010;SM-2009/567;https://www.sivilombudsmannen.no/uttalelser/avslag-pa-soknad-om-konsesjon-for-erverv-av-landbrukseiendom/;konsesjonsloven § 9;Avslag på søknad om konsesjon for erverv av landbrukseiendom
11.11.2010;06.12.2010;SM-2009/2874;https://www.sivilombudsmannen.no/uttalelser/refusjon-i-etterbetalte-trygdeytelser/;folketrygdloven § 22-7, sosialtjenesteloven § 5-9;Refusjon i etterbetalte trygdeytelser
18.11.2010;06.12.2010;SM-2010/479;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-vedlegg-til-aksjekjopsavtale-miljoinformasjon/;forvaltningsloven § 13, forvaltningsloven § 13 første ledd, miljøinformasjonsloven § 10, miljøinformasjonsloven § 11, miljøinformasjonsloven § 12, miljøinformasjonsloven § 17, miljøinformasjonsloven § 2, miljøinformasjonslovens § 2, offentleglova § 13;Innsyn i vedlegg til aksjekjøpsavtale – miljøinformasjon
04.10.2010;06.12.2010;SM-2010/108;https://www.sivilombudsmannen.no/uttalelser/fradeling-av-tomt-til-fritidsformal/;plan- og bygningsloven § 28-2 syvende ledd, plan- og bygningsloven § 63, plan- og bygningsloven § 7;Fradeling av tomt til fritidsformål
23.07.2010;06.12.2010;SM-2009/1588;https://www.sivilombudsmannen.no/uttalelser/dekning-av-saksomkostninger-etter-forvaltningsloven-%c2%a7-36-annet-ledd/;forvaltningsloven §, forvaltningsloven § 35 første ledd bokstav c, forvaltningsloven § 36 annet ledd, plan- og bygningsloven §;Dekning av saksomkostninger etter forvaltningsloven § 36 annet ledd
29.09.2010;06.12.2010;SM-2009/848;https://www.sivilombudsmannen.no/uttalelser/sakskostnader-opphevelse-av-avvisningsvedtak-i-sak-knyttet-til-vedtak-om-lopende-tvangsmulkt/;forvaltningsloven § 11 fjerde ledd, forvaltningsloven § 2, forvaltningsloven § 36;Sakskostnader – opphevelse av avvisningsvedtak i sak knyttet til vedtak om løpende tvangsmulkt
30.08.2010;06.12.2010;SM-2007/2187;https://www.sivilombudsmannen.no/uttalelser/avvisning-av-byggesoknad-pa-grunn-av-uklare-privatrettslige-forhold/;forvaltningsloven § 17;Avvisning av byggesøknad på grunn av uklare privatrettslige forhold
23.06.2010;02.12.2010;SM-2010/868;https://www.sivilombudsmannen.no/uttalelser/nedleggelser-av-skoler-kommunenes-saksbehandling-og-forvaltningslovens-regler-om-forskrifter/;forvaltningsloven § 2 første ledd bokstav c, opplæringslova § 8-1, opplæringsloven § 8-1 første ledd annet punktum, opplæringslovens § 8-1;Nedleggelser av skoler – kommunenes saksbehandling og forvaltningslovens regler om forskrifter
01.11.2010;12.11.2010;SM-2010/816;https://www.sivilombudsmannen.no/uttalelser/tilsetting-av-politibetjent-adgang-til-a-soke-lignende-stilling-i-samme-virksomhet/;;Tilsetting av politibetjent – adgang til å søke lignende stilling i samme virksomhet
03.09.2010;28.10.2010;SM-2010/1682;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingstiden-i-statens-sivilrettsforvaltning-og-politiet-i-saker-om-erstatning-etter-strafforfolgning/;straffeprosessloven § 449;Saksbehandlingstiden i Statens sivilrettsforvaltning og politiet i saker om erstatning etter strafforfølgning
17.08.2010;19.10.2010;SM-2009/823;https://www.sivilombudsmannen.no/uttalelser/avvisning-av-klage-pa-vedtak-om-overforing-til-tvungent-psykisk-helsevern-med-dognopphold/;forvaltningsloven § 28 første ledd, psykisk helsevernloven § 1-1, psykisk helsevernloven § 3-3 siste ledd, psykisk helsevernloven § 3-7 siste ledd, psykisk helsevernloven § 4-10, psykisk helsevernloven § 4-10 annet ledd, psykisk helsevernloven § 6-4 annet ledd;Avvisning av klage på vedtak om overføring til tvungent psykisk helsevern med døgnopphold
07.10.2010;19.10.2010;SM-2009/167;https://www.sivilombudsmannen.no/uttalelser/skjulte-lydopptak-som-dokumentasjon-i-sak-om-retting-og-sletting-av-journalopplysninger/;forvaltningsloven §, forvaltningsloven § 17, forvaltningsloven § 25, forvaltningsloven § 33 femte ledd, pasientrettighetsloven § 7-6 første ledd;Skjulte lydopptak som dokumentasjon i sak om retting og sletting av journalopplysninger
31.08.2010;15.10.2010;SM-2009/2897;https://www.sivilombudsmannen.no/uttalelser/reglene-om-utbyggingsavtaler-virkningene-av-brudd-pa-plan-og-bygningsloven-2008-%c2%a7-17-4-femte-ledd/;plan- og bygningsloven §;Reglene om utbyggingsavtaler – virkningene av brudd på plan- og bygningsloven 2008 § 17-4 femte ledd
20.09.2010;14.10.2010;SM-2010/856;https://www.sivilombudsmannen.no/uttalelser/plikten-til-a-opprette-sokerliste-ved-forlengelse-av-soknadsfristen/;offentleglova § 25 annet ledd;Plikten til å opprette søkerliste ved forlengelse av søknadsfristen
01.09.2010;14.10.2010;SM-2010/870;https://www.sivilombudsmannen.no/uttalelser/behandlingen-av-nye-innsynskrav-i-samme-dokument/;forvaltningsloven § 29, forvaltningsloven § 34, offentleglova § 14, offentleglova § 31, offentleglova § 32 tredje ledd;Behandlingen av nye innsynskrav i samme dokument
29.09.2010;14.10.2010;SM-2010/1406;https://www.sivilombudsmannen.no/uttalelser/rettslig-klageinteresse-for-hytteeierforening/;forvaltningsloven § 2 første ledd bokstav e, forvaltningsloven § 28;Rettslig klageinteresse for hytteeierforening
23.09.2010;13.10.2010;SM-2010/949;https://www.sivilombudsmannen.no/uttalelser/strand-kommunes-klagebehandling-av-saker-om-startlan/;forvaltningsloven § 23-27, forvaltningsloven § 24, forvaltningsloven § 28 andre ledd, forvaltningsloven § 33, forvaltningsloven § 34;Strand kommunes klagebehandling av saker om startlån
09.09.2010;01.10.2010;SM-2010/405;https://www.sivilombudsmannen.no/uttalelser/foreldrepenger-erstatning-for-feilaktig-vedtak/;;Foreldrepenger – erstatning for feilaktig vedtak
20.09.2010;30.09.2010;SM-2010/738;https://www.sivilombudsmannen.no/uttalelser/dekning-av-utgifter-til-skoleskyss-privatskole-i-nabokommune/;grunnloven §, opplæringslova § 7-1, opplæringslova § 8-1 tredje ledd siste punktum;Dekning av utgifter til skoleskyss – privatskole i nabokommune
01.09.2010;30.09.2010;SM-2010/418;https://www.sivilombudsmannen.no/uttalelser/sporsmal-om-ekstra-vanntilknytningsgebyr-var-tilstrekkelig-kunngjort/;forvaltningsloven § 2 første ledd bokstav a, forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 38, forvaltningsloven § 39, grunnloven § 97;Spørsmål om ekstra vanntilknytningsgebyr var tilstrekkelig kunngjort
04.08.2010;24.09.2010;SM-2009/1939;https://www.sivilombudsmannen.no/uttalelser/avslag-pa-soknad-om-dispensasjon-for-utvidelse-av-brygge-pa-strandeiendom-regulert-til-friomrade/;plan- og bygningsloven § 17-2, plan- og bygningsloven § 17-2 annet ledd, plan- og bygningsloven § 17-2 tredje ledd, plan- og bygningsloven § 25 nr. 4, plan- og bygningsloven § 31 nr. 2, plan- og bygningsloven § 7;Avslag på søknad om dispensasjon for utvidelse av brygge på strandeiendom regulert til friområde
01.09.2010;14.09.2010;SM-2010/516;https://www.sivilombudsmannen.no/uttalelser/endring-av-arbeidsavtale-i-forbindelse-med-omorganisering/;arbeidsmiljøloven § 15-7, arbeidsmiljøloven § 15-7 nr. 2, ombudsmannsloven § 10 annet ledd;Endring av arbeidsavtale i forbindelse med omorganisering
02.08.2010;10.09.2010;SM-2009/2637;https://www.sivilombudsmannen.no/uttalelser/klage-pa-avvisning-av-anmodning-om-bindende-forhandsuttalelse-i-skattesak-forholdet-til-skatteavtaler/;ligningsloven § 3, skatteloven § 2-1, skatteloven § 2-3, skatteloven § 9-3 annet ledd bokstav b;Klage på avvisning av anmodning om bindende forhåndsuttalelse i skattesak – forholdet til skatteavtaler
29.06.2010;31.08.2010;SM-2009/1942;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingskrav-ved-inngaelse-av-avtale-om-omplassering-som-alternativ-til-oppsigelse/;arbeidsmiljøloven §, arbeidsmiljøloven § 15-13, arbeidsmiljøloven § 15-14, arbeidsmiljøloven§ 15-7;Saksbehandlingskrav ved inngåelse av avtale om omplassering som alternativ til oppsigelse
29.06.2010;30.08.2010;SM-2009/1976;https://www.sivilombudsmannen.no/uttalelser/avslag-pa-soknad-om-konsesjon-ved-kjop-av-landbrukseiendom/;forvaltningsloven § 25, konsesjonsloven § 1 nr. 2, konsesjonsloven § 9;Avslag på søknad om konsesjon ved kjøp av landbrukseiendom
17.08.2010;30.08.2010;SM-2010/1383;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-statistisk-materiale-fra-nasjonale-prover/;forvaltningsloven §, forvaltningsloven § 13 første ledd, offentleglova § 12 bokstav b, offentleglova § 29;Innsyn i statistisk materiale fra nasjonale prøver
18.08.2010;30.08.2010;SM-2010/417;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-organinternt-dokument-vurderinga-av-meirinnsyn/;offentleglova § 11, offentleglova § 14;Innsyn i organinternt dokument – vurderinga av meirinnsyn
26.08.2010;26.08.2010;SM-2010/1516;https://www.sivilombudsmannen.no/uttalelser/henstilling-til-halden-kommune-om-undersokelser-av-mulige-misligheter/;grunnloven § 75 bokstav l, ombudsmannsloven §;Henstilling til Halden kommune om undersøkelser av mulige misligheter
29.06.2010;13.08.2010;SM-2010/65;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-pristilbud-i-forlagskontrakt/;forvaltningsloven § 13, forvaltningsloven § 13 første ledd, forvaltningsloven §13, grunnloven § 100 femte ledd, offentleglova § 13, offentleglova § 23, offentleglova § 23 første ledd, offentleglova § 3;Innsyn i pristilbud i forlagskontrakt
06.07.2010;12.08.2010;SM-2010/632;https://www.sivilombudsmannen.no/uttalelser/klageorgan-for-universiteter-og-hoyskoler-i-saker-om-dokumentinnsyn-etter-offentlighetsloven/;offentleglova § 32, offentleglova § 32 første ledd fjerde punktum;Klageorgan for universiteter og høyskoler i saker om dokumentinnsyn etter offentlighetsloven
23.07.2010;12.08.2010;SM-2008/2790;https://www.sivilombudsmannen.no/uttalelser/statsborgerlovens-oppholdskrav-for-statslose/;ombudsmannsloven §, statsborgerloven §, statsborgerloven § 16 tredje punktum, statsborgerloven§, utlendingsforskriften §;Statsborgerlovens oppholdskrav for statsløse
30.06.2010;26.07.2010;SM-2009/979;https://www.sivilombudsmannen.no/uttalelser/dispensasjon-fra-byggeforbudet-i-strandsonen-og-kommuneplanens-lnf-formal-for-oppforing-av-badehus/;forvaltningsloven § 17, forvaltningsloven § 34 annet ledd, forvaltningsloven § 34 annet ledd siste punktum, plan- og bygningsloven § 17-2, plan- og bygningsloven § 20-6 annet ledd, plan- og bygningsloven § 7;Dispensasjon fra byggeforbudet i strandsonen og kommuneplanens LNF-formål for oppføring av badehus
30.06.2010;21.07.2010;SM-2010/327;https://www.sivilombudsmannen.no/uttalelser/krav-til-ledsageren-ved-ovingskjoring-vegtrafikkloven-%c2%a7-26/;trafikkopplæringsforskriften § 3-1, trafikkopplæringsforskriften § 31-4 annet ledd, vegtrafikkloven § 26;Krav til ledsageren ved øvingskjøring – vegtrafikkloven § 26
18.01.2010;14.07.2010;SM-2009/1306;https://www.sivilombudsmannen.no/uttalelser/unnlatt-varsling-om-reguleringsendring-og-sporsmal-om-fylkesmannen-var-inhabil-i-klagesak/;forvaltningsloven § 34, forvaltningsloven § 41, forvaltningsloven § 6 annet ledd;Unnlatt varsling om reguleringsendring og spørsmål om fylkesmannen var inhabil i klagesak
22.06.2010;12.07.2010;SM-2010/610;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-begjaering-om-gjenapning-av-straffesak-saksdokumentbegrepet/;straffeprosessloven § 13, straffeprosessloven § 242, straffeprosessloven § 264, straffeprosessloven § 389 første ledd, straffeprosessloven § 398;Innsyn i begjæring om gjenåpning av straffesak – saksdokumentbegrepet
01.06.2010;12.07.2010;SM-2010/575;https://www.sivilombudsmannen.no/uttalelser/sak-om-innsyn-i-forsvarssjefens-arsrapport-for-2008/;offentleglova § 13 første ledd;Sak om innsyn i Forsvarssjefens årsrapport for 2008
15.06.2010;12.07.2010;SM-2009/2696;https://www.sivilombudsmannen.no/uttalelser/lang-ventetid-fra-rettskraftig-dom-til-soningsinnkalling/;straffeprosessloven §, straffeprosessloven § 455 første ledd første punktum;Lang ventetid fra rettskraftig dom til soningsinnkalling
20.04.2010;29.06.2010;SM-2008/998;https://www.sivilombudsmannen.no/uttalelser/tvilsom-praksis-ved-ileggelse-av-tvangsmulkt-og-manglende-klageadgang/;forvaltningsloven § 29 første ledd;Tvilsom praksis ved ileggelse av tvangsmulkt og manglende klageadgang
21.06.2010;28.06.2010;SM-2010/946;https://www.sivilombudsmannen.no/uttalelser/brukarens-hove-til-samtale-med-sakshandsamar-i-nav/;;Brukarens høve til samtale med sakshandsamar i Nav
14.05.2010;25.06.2010;SM-2009/702;https://www.sivilombudsmannen.no/uttalelser/overforing-av-siidaandel/;reindriftsloven § 15, reindriftsloven § 15 annet ledd, reindriftsloven § 9 første ledd;Overføring av siidaandel
15.06.2010;22.06.2010;SM-2009/2194;https://www.sivilombudsmannen.no/uttalelser/krav-om-tilbakebetaling-av-feilutbetalt-lonn/;;Krav om tilbakebetaling av feilutbetalt lønn
12.05.2010;22.06.2010;SM-2009/210;https://www.sivilombudsmannen.no/uttalelser/gebyr-for-behandling-av-privat-reguleringsforslag/;forvaltningsloven § 17, plan- og bygningsloven § 109, plan- og bygningsloven § 30 andre ledd, plan- og bygningsloven § 30 andre ledd andre punktum, plan- og bygningsloven § 30 andre ledd første punktum, plan- og bygningsloven § 30 annet ledd;Gebyr for behandling av privat reguleringsforslag
15.04.2010;17.06.2010;SM-2008/2261;https://www.sivilombudsmannen.no/uttalelser/beregning-av-tilleggsavgift-forholdet-til-uskyldspresumsjonen-i-emk/;ligningsloven § 10-4 nr. 4, merverdiavgiftsloven § 15-10 første ledd, merverdiavgiftsloven § 15-9, merverdiavgiftsloven § 21-4, merverdiavgiftsloven § 73, merverdiavgiftsloven § 73 første ledd første punktum, ombudsmannsloven § 10 annet ledd;Beregning av tilleggsavgift – forholdet til uskyldspresumsjonen i EMK
12.05.2010;31.05.2010;SM-2008/1980;https://www.sivilombudsmannen.no/uttalelser/overforing-til-fengsel-med-hoyere-sikkerhetsniva/;forvaltningsloven § 16, forvaltningsloven § 16 siste ledd, forvaltningsloven § 27 første ledd, forvaltningsloven § 42, grunnloven § 100, straffegjennomføringsloven § 14, straffegjennomføringsloven § 3;Overføring til fengsel med høyere sikkerhetsnivå
